product_name,price,barcode
MANGUE,1.89,5400119543464
MANGUE,1.89,5400119543464
PIZZA MOZZA PESTO,5.19,5400119549643
PIZZA MOZZA PESTO,5.19,5400119549643
400G EXQUISE BAG,2.19,5400118210010
HET TRAAGSTE BROOD P,4.50,5430000177470
HET TRAAGSTE BROOD P,4.50,5430000177470
ROSETTE,3.98,2205500037980
ROSETTE,3.98,2205500037980
PLATEAU FAMIGLIA,9.99,5400119555144
SALADE POULET,2.19,5400119563113
SALADE POULET,2.19,5400119563113
MYRTILLES 500GR,7.49,5400112321233
FIGUE FRAICHE,0.92,5400112321571
FRAMBOIS 125G,2.99,5400112321571
FRAISE 500G,4.99,5400357650010
BIO BANANEN,2.59,4014071925871
CITRONS,0.56,2013
MIKADO CHOC LAIT,2.15,3017760363339
MIKADO CHOC LAIT,2.15,3017760363339
MIKADO CHOC LAIT,2.15,3017760363339
