product_name,price,barcode
TORTELLONI BASILI,2.49,540011957533
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
TORTELLONI BASILI,2.49,540011957533
250G TORTELLO TOM,2.49,540011957537
PESTO VERT 100G,2.99,540011956440
HACHIS PORC-VEAU,12.28,204084
HACHIS PORC-VEAU,12.11,204084
TAGLIATELLE 300G,2.49,800601310011
FILET SAUMON S/P,7.93,2261320007939
FILET SAUMON S/P,8.28,2261320
REDUCTION S/ARTICLE MANGUE,-8.11,540011954346
"2 x 1,99",3.98,540011954346
