product_name,price,barcode
MAGUE,1.89,540011953446
MAGUE,1.89,540011953446
JEUNE POUSSE MIX,1.79,540011238557
HACHIS PORC-VEAU,12.04,2040485912046
BUTCHER BURGE,6.29,540011953472
BUTCHER BURGE,6.29,540011953472
ROSBIF,12.29,2040987020447
CAROTTES BIO,2.39,5400121239500
HET TRAAGSTE BROOD P,4.50,5430000171740
HET TRAAGSTE BROOD P,4.50,5430000171740
PATE A PIZZA,1.39,540011950827
OEUFS COLOMBUS,4.59,5410946000466
PATE A PIZZA,1.39,540011950827
HACHIS PORC-VEAU,12.29,2040485912046
PACK PINK LADY,3.45,3700476611633
CAROTTES BIO,2.39,5400121239500
PATE A PIZZA,1.39,540011950827
COURGETTES,2.99,5400112139500
OIGNONS JAUNE 1KG,4.99,5400112134942
HERTA JAMBON SUP,4.49,3154230003876
HERTA JAMBON SUP,4.49,3154230003876
TOMATE GRAPPE,4.99,5400112132132
HERTA MINI PI,2.85,3154230028692
MANDARINES FEUILLE,7.66,2016
TOMATE GRAPPE,4.99,5400112132132
LINTF EXCEL CACAO,3.45,3046920028722
BIO GOUTA TRANCHES,3.99,5400119550150
DLC PAIN BIO,3.39,5400112138508
400GR TOM CERISES,3.99,5400112132137
DLC PAIN BIO,3.39,5400112138508
