product_name,price,barcode
BOTTE POIREAU,2.99,542500984700
NOISETTES D AGNEAU,10.39,2048851010395
NOISETTES D AGNEAU,5.56,2048852005567
NOISETTES D AGNEAU,6.58,204885
NUTRI-BOOST -10%,-1.59,0450031907142
NUTRI-BOOST -10%,-0.66,0450031907142
PDT GRENA 1KG BIO,3.49,540011239794
NUTRI-BOOST -10%,-0.35,2000044007834
"COURGETTES 0,995 Kg x 2,99/ Kg",2.98,2160
NUTRI-BOOST -10%,-0.30,2000044007834
"TOM BELG GRAPP 1,055 Kg x 3,49/ Kg",3.68,2523
NUTRI-BOOST -10%,-0.36,2000044007834
BIO CAROTTES 100GR JEUNES POUSS,1.19,540011236373
NUTRI-BOOST -10%,-0.12,540011236373
SAL BLE EMB 100GR,1.39,540011230202
NUTRI-BOOST -10%,-0.14,540011236373
BIO CAROTTES 100GR JEUNES POUSS,1.19,540011236373
NUTRI-BOOST -10%,-0.12,540011236373
"BIO CAROTTES 2,29",2.29,540011239500
NUTRI-BOOST -10%,-0.23,540011239500
BIO AIL 2 PC,1.29,540011239462
NUTRI-BOOST -10%,-0.13,540011239462
"CARLSB CREME ENT A 7,25",7.25,541139603975
NUTRI-BOOST -10%,-0.30,540011230572
"175GR CHICON GAST 3,00",3.00,540011230572
NUTRI-BOOST -10%,-0.30,540011230572
"175GR CHICON GAST 3,00",3.00,540011230572
NUTRI-BOOST -10%,-0.30,540011230572
"BIO CAROTTES 2,29",2.29,540011239500
NUTRI-BOOST -10%,-0.23,540011239500
BIO AIL 2 PC,1.29,540011239462
NUTRI-BOOST -10%,-0.13,540011239462
"CARLSB CREME ENT A 7,25",7.25,541139603975
NUTRI-BOOST -10%,-0.30,540011230572
"325G PAT CAC CREME 4,19",4.19,360858012541
"MANDARINES A FEUIL 4,46",4.46,2016
NUTRI-BOOST -10%,-0.44,2016
"DLL BIO OEufs 6PC 2,95",2.95,540011210790
NUTRI-BOOST -10%,-0.30,540011210790
"DLL BIO OEufs 6PC 2,95",2.95,540011210790
NUTRI-BOOST -10%,-0.29,540011210790
"MIGNON DE PORC 3,40",3.40,204128
NUTRI-BOOST -10%,-0.34,204128
"MIGNON DE PORC 3,08",3.08,204128
NUTRI-BOOST -10%,-0.31,204128
"MIGNON DE PORC 4,58",4.58,204128
NUTRI-BOOST -10%,-0.46,204128
"PILO DE POULET 5,99",5.99,540011953445
NUTRI-BOOST -10%,-0.46,540011953445
"PROMO-BOOST -3,00",-3.00,2208831010850
"FILET POITRINE POU 10,85",10.85,2208813
"PROMO-BOOST -1,21",-1.21,2208831011437
"FILET POITRINE POU 11,43",11.43,2208813
"PROMO-BOOST -4,36",-4.36,2208813
