product_name,price,barcode
MINI BURGER LIMOUS,6.29,540011955376
MINI BURGER LIMOUS,6.29,540011955376
400G BICARBONATE,3.45,318328000949
400G BICARBONATE,3.45,318328000949
400G EXQUISE BAG,2.19,540011282100
400G EXQUISE BAG,2.19,540011282100
REDUCTION S/ARTICLE,-2.19,
HERTA JAMBON BROOD P,4.5,54000017740
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
2040856010387,0,
HACHIS BOEUF&PORC,10.38,204085
HACHIS PORC-VEAU,10.4,204084
HERTA LADINS NATUR,2.85,315423081405
HERTA JAMBON SUP,4.49,315423080876
HERTA JAMBON SUP,4.49,315423080876
NUTRI-BOOST -10%,-1.01,0450031907142
HERTA JAMBON SUP,4.49,315423080876
JAMBON CUIT AU FOU,4.05,2258760
JAMBON CUIT AU FOU,3.97,2258760
DLL MAYO TD,1.25,540011300584
PROMO,-2.19,
REDUCTION NUTRI-BOOST,-1.01,
JAMBON CUIT AU FOU,3.97,2258760
DLL MAYO TD,1.25,540011300584
