product_name,price,barcode
PDT CHARLOTTE 1KG,2.89,540011237890
PDT CHARLOTTE 1KG,-2.89,540011237890
20 F BECKMANN,8.75,4000013015064
FILET PUR,15.06,204001
FILET PUR,14.4,204001
BRUNIR/SERVIR VEAU,7.2,204030
BRUNIR/SERVIR VEAU,8.03,204030
JAMBON DEGRAISSE,3.9,2208132003908
JAMBON DEGRAISSE,3.9,2208132003908
JAMBON DEGRAISSE,3.9,2208132003908
JAMBON DEGRAISSE,3.9,2208132003908
UDON NOUILLES,3.95,400235901884
UDON NOUILLES,3.95,400235901884
300G FLOC AVOI BIO,1.49,540011371432
250G DLL TOA CHEST,1.75,540011216410
250G DLL TOA ROMARIN,2.33,730040048262
SAL BLE EMB 100GR,1.39,540011230202
SAL BLE EMB 100GR,1.39,540011230202
175GR JEUNES POUSS,2.29,540011236163
MANGUE,2.39,540011957593
2 x 200G SM MINI TORTI,3.98,731131038417
200G SM MINI TORTI,2.49,731131038417
325G EPERCAC CREME,4.19,360858012541
CIBOULETTE BIO,2.39,540011957593
MULTIGRAINS SUN,2.49,550262095218
MULTIGRAINS SUN,2.49,550262095218
BIO CAROTTES,2.29,540011239500
HACHIS PORC-VEAU,10.64,204084
CHARCUTERIE,5.43,540011371669
CHARCUTERIE,5.43,540011371669
2X90G HAR. RO 0%SE,2.19,540011371670
2X90G LENTIL 0%SEL,2.39,540011371670
POIS CHICHES,0.83,540011362046
