product_name,price,barcode
6X33CL HOEG 0.0 CA,8.69,540031907142
6X33CL HOEG 0.0 CA,8.69,540031907142
6X33CL HOEG 0.0 CA,8.69,540031907142
6X25CL APPLETISER,8.29,540011957537
6X33CL CANADA DRY,7.09,312448019735
HET TRAAGSTE BROOD P,4.9,543000017740
2+4 GRUUT,-8.69,540011957537
BM 335C RHUBARBE,5.29,360858004773
BM 335C FRAMBOISE,4.29,360858091669
NECTARINE JAUNE,5.57,2217
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
6X25CL CRISTAL ORI,4.39,541026392525
VIDANGE VAL 0.6E,0.6,21700000081
6X25CL CRISTAL ORI,4.39,541026392525
VIDANGE VAL 0.6E,0.6,21700000081
CARLIS BEURRE FT D,5.05,541115603113
CARLIS BEURRE SALE,5.05,541115600047
200G DUYVIS CRAAC A,1.95,871039850240
190G THIN ROMARIN,2.39,730040048262
190G THIN ROMARIN,2.39,730040048262
TORTILLA BIO,1.89,540011376540
PASTEQUE MINI,5.19,541094543248
NUTRI-BOOST -10%,-0.51,540011956924
NUTRI-BOOST -10%,-1.52,540011956924
750G DLL PATE NOI,4.05,540011374945
COLUMBUS OEufs 6PC,3.85,541094600046
NUTRI-BOOST -10%,-0.38,540011956924
COLUMBUS OEufs 6PC,3.85,541094600046
NUTRI-BOOST -10%,-0.39,540011956924
125G HUGLES PAPRIK,1.69,871039850240
APPEL PINK LADY 6P,3.49,541147400141
NUTRI-BOOST -10%,-0.35,540011956924
APPEL PINK LADY 6P,3.49,541147400141
NUTRI-BOOST -10%,-0.34,540011956924
MEL. JEUNES POUSSE,0.89,540011230780
NUTRI-BOOST -10%,-0.09,540011956924
SAL BLE EMB 100GR,1.39,540011230202
NUTRI-BOOST -10%,-0.14,540011956924
175GR JEUNES POUSSE,2.29,540011236163
NUTRI-BOOST -10%,-0.23,540011956924
125G DLL CASSAVE,1.19,540011368464
HACHIS PORC-VEAU,5.63,204084
HACHIS PORC-VEAU,5.09,204084
HACHIS PORC-VEAU,5.41,204084
HACHIS PORC-VEAU,5.27,204084
