product_name,price,barcode
NECTARINE JAUNE,6.64,2217
SANPELLEGRINO,5.28,8002470044683
PEL PINK LADY 6P,3.49,5411474001411
MOZZA SX10,3.49,8000430135777
MOZZA BUFALINA,3.69,801678400092
ROZZA BUFALINA,3.69,801678400092
CAROTTES,2.29,800011239500
HACHIS PORC-VEAU,4.94,204084
HACHIS PORC-VEAU,5.23,204084
HACHIS PORC-VEAU,5.27,204084
FILET DE POULET,9.95,2208572003959
BANANES,3.11,2004
CERISE 1KG,6.49,540011957582
WRAPS DE BLE,1.49,540011958095
POMME DUCHESSE,1.59,540011375696
POMME DUCHESSE,1.59,540011375696
SCHWEPPES TON,2.89,312440019636
CARPACCIO,6.3,204356000305
CARPACCIO,5.25,204356
AVOCAT,1.89,540011956924
AVOCAT,1.89,540011956924
AVOCAT,1.89,540011956924
GUACAMOLE DO 200GR,2.99,540011238553
RAISIN MIX 500G,2.89,540011238553
EGGS 6PC,3.85,541094600046
OEUFS 6PC,3.85,541094600046
TOAST ORIGINA,2.05,87164912143
SPRITAIT FRAI,0.59,540011211270
BLE EMB 100GR,1.39,540011230202
MESCLUN,1.99,540011236283
PADANO,4.99,540011958096
PROTEIN DR FRAI,2.55,871816673818
PROTEIN DR FRAI,2.55,871816673818
MESCLUN,1.99,540011236283
TORTELLO TOM,2.49,540011957537
TORTELLO TOM,2.49,540011957537
MULIGRAINS BUN,2.49,5502410524
HUMOUS MAXI,2.99,540011951991
HUMOUS,2.19,540011238642
