product_name,price,barcode
185G LAYS S&BL.DEP,2.99,871039852442
SERVIETTES 33CM,2.99,541293105848
BIO ECHALOTE,4.29,5400112394040
3X400G TOMAT PEL C,2.39,5400141953790
500ML ERA SIRO BIO,2.99,5400113702995
50CC SQC CANE C FT,2.55,5400113719131
185G LAYS NATUREL,1.99,871039852408
AVOCAT,2.78,5400115969242
BASILIC EN POT BIO,2.99,5400113727644
PERSIL EN POT BIO,2.99,5400113727644
SAN MARZANO,7.16,2021450007164
5G SM SAFFRAN,9.09,202145
70G PATE CURRY JAU,2.99,731131011470
MINT-PIMENTS MIX,1.79,885440400022
MINT GRENAILLES 50,1.79,5400112318120
PROSC CRUDO ITALIA,8.89,5400112380313
CITRON VERT,0.83,2022990000830
