product_name,price,barcode
DIK STOKBROOD,1.95,541068373505
BRUIN STOKBROOD KLEI,1.75,541068380583
BRUIN STOKBROOD KLEI,1.75,541068380583
BRUIN STOKBROOD KLEI,1.75,541068380583
4OOG NUTELLA,3.25,3017640222000
DUO PACK PINK LADY,3.45,540017641613
DUO PACK PINK LADY,3.45,540017641613
TOMATE SAN MARZANO,2.89,540011232202
HET TRAAGSTE BROOD P,2.89,5430000011794
HACHIS PORC-VEAU,10.19,204084
HACHIS PORC-VEAU,10.25,20408410252
CARPACCIO,4.53,2043562004534
CARPACCIO,4.65,2043560004659
AVOCAT,4.65,204356
BIO BANANEN,2.59,540011595624
MANGUE,5.67,4014071695271
DINOSAURUS CHOCOLA,1.75,540011954346
DINOSAURUS CHOCOLA,1.75,541012600400
DINOSAURUS CHOCOLA,1.75,541012600400
100GR JEUNES POUSS,1.19,540011236373
CITRONS,0.44,2013
