product_name,price,barcode
T.O.I COMTE AOP,6.59,540011271860
NOISETTES D'AGNEAU,8.97,2048857008976
NOISETTES D'AGNEAU,9.61,204885
NUTRI-BOOST -10%,-0.89,20488530095618
NUTRI-BOOST -10%,-0.96,204885
POMMES JEUNES POUS,1.19,5400112323703
NUTRI-BOOST -10%,-0.12,204885
SAL BLE EMB 100GR,1.39,540011230202
NUTRI-BOOST -10%,-0.14,204885
500G COUSCOUS PERL,4.35,541002800595
DIEP ASELIN,3.26,1315 Hg x
BIO PDT FARINE 2KG,4.99,540011239602
NUTRI-BOOST -10%,-0.5,54094600046
750G ROSTY,5.45,870438087000
600G GAUFFRE POT,3.49,540011370075
600G GAUFFRE POT,3.39,540011370073
COULEMUS OEUVS 6PC,3.85,54094600046
NUTRI-BOOST -10%,-0.39,307378119053
MAREDSOUS TRADITIO,10.69,307378119053
MAREDSOUS TRADITIO,10.69,307378119053
2IEME A 1/2 PRIX,-5.35,
