product_name,price,barcode
HET TRAAGSTE BROOD,4.00,5430000017739
NUGGETS,4.49,761328742432
NUGGETS,4.49,761328742432
NUGGETS,4.49,761328742432
ZIJNE 1/2 PRIX,-2.25,
NUGGETS,4.49,761328742432
ZIJNE 1/2 PRIX,-2.24,
DRAAIGATS,0.99,501830250506
MANDARINES,1.39,501830250506
"1,640 Kg x",1.99/ Kg,"2,63"
BIO BANANEN,2.59,401407169271
GALBANI MOZZA 125G,1.99,8000430135266
CHOUX CHINOIS,1.98,5410011236410
AVOCAT,1.39,6 x
AVANTAGES,2.49,540011595624
6PC POMME PINK LAD,2.49,5449147400141
COURGETTES,2.49,"2,49/ Kg"
MANGUE,1.89,2160
MANGUE,1.89,2160
MANGUE,1.89,2160
TRAITEUR,4.66,540011954346
MOZZARELLA MAXI,2.65,0500000004699
DLI PIZZA MARGH,4.99,8000430135266
PIZZA MOZZA PESTO,4.99,540011594988
MEERGRANENSTOKB.GROO,2.05,540011595623
BRUIN STOKBROOD KLEI,1.75,5410683808851
MOZZARELLA MAXI,2.65,8000430135266
MEGA CRUNCHY CREAM,2.99,7612100001847
D365 CREME 20 CL,0.69,5400631743439
D365 CREME 20 CL,0.69,5400631743439
JAMBON DE FERME,4.13,2205501104316
600G PM DUCH DIL,0.95,540011595108
KAKI 4P,3.99,540011595107
HERTA BLINIS 2KG,2.99,3154230081325
HERTA LARDNS NATUR,2.79,3154230081325
HERTA LARDNS NATUR,2.79,3154230081325
HERTA LARDNS NATUR,2.79,3154230081325
2+1 GRATUIT,-2.79,
1.5L VICHY CELEST,1.45,310322106551
D365 CREME 20 CL,0.69,5400631743439
500G SP 3X LAIT CHO,5.49,505399105975
SAL. PRINTANIERE /J,1.95,540011229860
SALADE POULET,2.99,540011595113
D365 CREME 20 CL,0.69,5400631743439
CARPACCIO,3.78,2043856033787
HACHIS BOEUF&PORC,9.50,2040857095002
HACHIS BOEUF&PORC,10.04,2040850100486
