product_name,price,barcode
VINIGRE VIN BLANC,1.69,5400111007211
HACHIS BOUEF/PORC,3.54,2408057003531
HACHIS BOUEF/PORC,4.94,2408053109742
TRAITEUR,2.84,5000000284949
ROSBIF,21.34,2408076213437
HACHIS BOUEF/PORC,3.54,2408057003531
HACHIS BOUEF/PORC,4.94,2408053109742
1 PATRON BUTTERNUT,2.11,5400112307022
CAROTTES 500GR,1.59,5400112307022
BRUIN STOETBROOD KLEI,1.75,5410683008583
EXCELLENCE 70%,2.29,3046920028020
EXCELLENCE 70%,2.29,3046920028020
DEL JAM CUT DEGR,2.89,5400115959270
HACHIS BOUEF/PORC,3.54,2408057003531
DEL JAM CUT DEGR,2.89,5400115959270
FARBEL ENTIER,1.66,5425207802016
OEUFS COQUUES,1.45,5410496000446
MOZZARELLA 125GR,1.45,8000433131033
MOZZARELLA 125GR,1.45,8000433131033
MOZZARELLA 125GR,1.45,8000433131033
BOURSIN POIVRE,3.79,3175460000000
15 DREFT ADM PLAT,8.29,870021626741
AVOCAT,7.25,5400115956924
MANGUE,2.19,5400115956924
MANGUE,2.19,5400115956924
BIO BANANEN,2.59,4014070021729
"CLEMENTINES A FEUT 1,105 Kg",4.19,5412233292123
RAVIOLI RIC&SPIN,3.89,8000100211001
RAVIOLI RIC&SPIN,3.89,8000100211001
