product_name,price,barcode
CAROTTES BIO,2.29,540011239500
CAROTTES BIO,2.29,540011239500
250G DLL MYRTILLES,1.55,540011374333
6X55ML MAGNUM ALMO,3.99,8711327611192
250G DLL FRAMBOISE,2.99,540011360980
250G DLL FRAISES,1.99,540011360986
450G DLL POIS BIOL,1.29,54001127155
6X55ML MAGNUM ALMO,3.99,8711327611192
250G DLL TORI RIC,2.49,540011957532
250G DLL TORI RIC,2.49,540011957532
250G DLL TORRICOLO TOM,2.49,540011957537
250G TORRICOLO TOM,2.49,540011957537
190G THIN ROMARIN,2.39,730040048262
190G THIN ROMARIN,2.39,730040048262
POIVRON ROUGE,2.11,2155
