product_name,price,barcode
GERLINA CHOCOLAT,2.95,317568185200
GERLINA CHOCOLAT,2.95,317568185200
ENJOY COCO FRUIT,8.69,31393000013
380G VERMICEL LAIT,4.69,871570011948
300G LOTUS JUM GAU,3.49,541012601442
300G LOTUS JUM GAU,3.49,541012601442
300G LOTUS JUM GAU,3.49,541012601442
300G LOTUS JUM GAU,3.49,541012601442
TOFFEE GRAPPE,4.99,540011232132
TOFFEE GRAPPE,4.99,540011232132
TOFFEE GRAPPE,4.99,540011232132
TOFFEE GRAPPE,4.99,540011232132
ZIEME A 1/2 PRIX,-2.50,540011232132
ZIEME A 1/2 PRIX,-2.50,540011232132
ZIEME A 1/2 PRIX,-2.50,540011232132
ZIEME A 1/2 PRIX,-2.50,540011232132
DUN STOKERBROOD,20.55,204007
DIKKE AJUIN,2.29,599
SOMA MULTIGRAIN 40,2.49,871089902035
SOMA MULTIGRAIN 40,2.49,871089902035
FRISK CLEAN BR PEP,2.49,5413839
FRISK CLEAN BR PEP,2.49,5413839
LINDT EXCELLENCE,2.39,30462002836
LINDT EXCELLENCE,2.39,30462002836
LINDT EXCELLENCE,2.39,30462002836
LINDT EXCELLENCE,2.39,30462002836
HERTA LRDNS NATUR,2.85,315423081405
GRANA PADANO,4.99,54011958986
SOMA CRUNCHY CREAM,5.35,76121000181
60ML TAB PIME ROUG,3.79,1121060095
200GR HOUMOUS,2.19,540011238642
200GR HOUMOUS,2.19,540011238642
200GR HOUMOUS,2.19,540011238642
CAROTTES BIO,2.39,540011239500
80G PROSC PARMA,4.95,540011952675
2258760004037,4.03,2258760
JAMBON CUIT AU FOU,4.17,2258760
CAROTTES BIO,2.39,540011239500
SOMA CANOLA,4.99,541998002185
350G BG GRANOLA,4.99,541998002185
CAMP FROM FR ENTIE,1.95,871280000066
CORNE CHOCO 200G,3.09,541277500001
SOMA CHOCOLAT BIO,4.59,805257509093
FRASSE 500G,4.99,540035701608
AVANTAGES,-2.00,540011959739
MIRTILLES 500GR,7.29,540011959739
400G HEBEI LOOPS,4.39,540391023829
FRASSE 500G,4.99,54003570500
AVANTAGES,-4.08,540011956924
"9 x 1,45",13.05,540011954346
MYRTELLES 500GR,7.29,540011954346
FRAMBOISE 125G,2.99,540011952398
400G NUTELLA,2.99,301762042200
OLIVES A L'AIL,3.69,540011958111
CREME ENAMEL 1+1,6.59,870021644981
ORALB ENAMEL 1+1,6.59,870021644981
PASTEQUE MINI,3.99,540011954328
BIO BANANEN,2.59,40141765271
NUTRI-BOOST -10%,-6.63,0450031907142
JEUNE POUSS MIK,1.49,540011238574
NUTRI-BOOST -10%,-0.15,540011238574
JEUNE POUSS MIK,1.49,540011238574
NUTRI-BOOST -10%,-0.15,540011238574
TOTAL,227.57,
