product_name,price,barcode
HACHIS PORC-VEAU,5.13,204084
HACHIS PORC-VEAU,4.8,204084
HACHIS PORC-VEAU,5.42,204084
HACHIS PORC-VEAU,5.33,204084
DLL TOA CHEST,1.75,2506
DLL TOA CHEST,1.75,2506
CARLSB CREME ENT A,7.25,540011216410
CARLSB CREME ENT A,7.25,540011216410
CARLSB CREME ENT A,4.59,871280000660
CAMP FROM FR ENTIE,1.99,871280000666
500ML DLL MAYO OEU,1.59,540011376084
325G PAT CAC CREME,4.19,360858012541
200G NUTELLA,2.69,8013546
DANONE ACT FRAISES,2.49,541014641777
DANONE ACT FRAISES,2.49,541014641777
TOM BELG GRAPP,5.7,2523
200G NUTELLA,2.69,8013546
EM 335G FRAISE,4.09,360858091667
AVOCAT,11.34,540011356924
JAMBON DEGRAISSE,3.82,2208132
JAMBON DEGRAISSE,3.92,2208132
325G PAT CAC CREME,4.19,360858012541
EM 335G FRAISE,4.09,360858091667
DES DE POULET,7.0,2205567
DES DE POULET,7.02,2205567
DES DE POULET,7.02,2205567
2IEME A 1/2 PRIX,-3.51,2205567
DES DE POULET,7.0,2205567
DES DE POULET,7.02,2205567
2IEME A 1/2 PRIX,-3.5,2205567
450G MINI ROSTI,2.69,540011375692
DLL BOMBE DUCHESSE,1.59,540011375696
6X55ML MAGNUM ALMO,3.99,871132761192
BIO BANANEN,2.59,401407169271
BIO BANANEN,2.59,401407169271
DLL BIO OEUVS 12PC,4.85,540011352183
