product_name,price,barcode
3 MOUSQUET NOIS BIO,4.99,5407006863033
250G CRUNCHY BIO,4.79,8025475009042
FASTER 1/2 E,0.99,5430002280022
KROK FLOCONS LAIT,5.15,8715707119526
AVOCAT,1.89,5400111956924
FILET POITRINE DE,10.83,2208537
FILET POITRINE DE,10.71,2208537
STEAK 1/2 PRIX,-5.39,220857000712
DES DE POULET,7.11,2205567
DES DE POULET,7.19,2205567
DRAGAS,5.69,501232345006
HACHIS PORC-VEAU,5.35,2018040105934
HACHIS PORC-VEAU,5.38,2018040105934
CONCOMBRE 4PC,2.19,5400119569706
TOMATES CERISE 1KG,6.99,5400117559532
HET TRAAGSTE BROOD P,4.90,543000017740
LINDEX EXCELLENCE,2.29,3046920028366
LINDEX EXCELLENCE,2.29,3046920028366
MOZZARELLA 125GR,1.39,8000430131033
MOZZARELLA MAXI,2.69,8000430131033
MOZZARELLA 125GR,1.39,8000430131033
SAUMON FUME DL,5.49,5400119559426
MOZZARELLA MAXI,2.69,8000430131033
MOZZARELLA 125GR,1.39,8000430131033
MOZZARELLA 125GR,1.39,8000430131033
SAUMON FUME DL,5.49,5400119559426
POISSON NUGGETS,5.69,5410001515005
EPINARDS 500GR,2.99,5410487002344
HET TRAAGSTE BROOD P,4.90,543000017740
BISCUITS BAGUE,2.29,5410001515005
ROSETTE PURE PORC,1.99,5400112721018
TORTELLIS BASIL,2.49,5400119755333
DANONE ACT FRAISES,2.49,5410146417177
200G PETAIND JEU,1.99,5400113581328
DILL FOCACCIA BAS T,2.29,5400119600666
POIVRONS MIX,2.99,5400119589876
DANONE ACT FRAISES,2.49,5410146417177
500G MIX 7 LAIT CHO,5.79,5053991259759
BIO BANANES,2.59,5400119599271
FRAISES 500G,4.99,5400357556006
AVANTAGES,-2.50,5411170008444
4 STUK,4.65,5411170008444
FRUIT & LEGUMES,4.49,5400119599271
RAISIN ROUGE SA PE,6.49,5400112336472
MANGUE,2.99,5400119543466
MANGUE,2.99,5400119543466
6 WRAPS DE BLE,1.49,5400119595095
