product_name,price,barcode
HET TRAAGSTE BROOD P,4.9,54000017740
HET TRAAGSTE BROOD P,4.9,54000017740
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
NUTRI-BOOST -10%,-0.33,2043560003840
NUTRI-BOOST -10%,-0.34,2043560004260
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
FILET PUR DE PORC,8.79,204074
NUTRI-BOOST -10%,-0.42,2040850004269
CARPACCIO,3.84,204356
NUTRI-BOOST -10%,-0.39,2043560004260
CARPACCIO,4.26,204356
NUTRI-BOOST -10%,-0.42,2040850004269
HACHIS BOEUF&PORC,4.26,204085
HACHIS BOEUF&PORC,5.14,204085
MINI BURGER ANGUS,6.29,540011960564
MINI BURGER ANGUS,6.29,540011960564
HACHIS BOEUF&PORC,4.6,204085
HACHIS BOEUF&PORC,4.98,204085
