product_name,price,barcode
SALADE POULET,2.19,540011956113
HET TRAAGSTE BROOD P,4.50,5430000117740
6X33 SCHWEPPES LEM,5.99,841410036405
HACHIS PORC-VEAU,5.81,204084
PAIN DE VIANDE,12.72,2040936012720
PAIN DE VIANDE,12.69,2040932012694
PAIN DE VIANDE,12.69,2040932012694
GROENE SELDER PER ST,1.39,5400140000000
400GR TOM.CRISES,2.99,540011232370
LINDT EXCELLENCE,2.39,3046920028936
LINDT EXCELLENCE,2.39,3046920028936
200G DLL FOIS BIOL,1.29,540011171155
MINI BUTCHER BURGE,5.35,5400113579435
MINI BUTCHER BURGE,5.35,5400113579435
STEVIA FRUITS BOIS,3.19,5400111525295
360G CRUNCHY CREAM,5.35,7612100011847
350G GRANOLA CHOC,4.99,5415998021282
MANGUE,3.09,5400119543446
AVOCAT,1.89,5400119556924
200GR HOUMOUS,1.99,540011238642
200GR HOUMOUS,1.99,540011238642
POIRES D'OLLE,1.99,5400114228424
SAN MARZANO,1.99,5400114228424
JEUNE POUSSE MIX,1.39,540011238574
500G SP K LAIT CHO,5.49,505399SDP579
500G SP K LAIT CHO,5.49,505399SDP579
HACHIS PORC-VEAU,10.11,2040840101010
HACHIS PORC-VEAU,9.73,2040840109730
COURGETTES,2.33,2160
