product_name,price,barcode
SH A DEL MEN PURE,4.85,400590002334
CANARD WC MARINE,3.39,500020427807
NEOJOYANCE CITRONEL,2.99,54155001553
NET MULTISURF ECO,4.99,541253342179
6X33CL 7UP,4.95,540108003382
ORAL B PREC CL REF,26.99,80064089429
ORAL B PREC CL REF,26.99,80064089429
ORAL B PREC CL REF,26.99,80064089429
ORAL B PREC CL REF,26.99,80064089429
ORAL B PREC CL REF,26.99,80064089429
HG DET ECL CARREL,9.09,871157718945
BURGER LIMOUSIN,5.25,540011960556
HACHIS PORC-VEAU,5.25,2040840005673
HACHIS PORC-VEAU,5.67,204084
CARLSB CREME ENT A,7.25,541139603975
MKA 30 MELO CAKES,7.35,7624224488
HET TRAGSTE BROOD P,4.9,543000017740
190G THIN ROMARIN,2.39,730040048262
190G THIN ROMARIN,2.39,730040048262
D365 CREME 20 CL,0.81,540060173439
D365 CREME 20 CL,0.81,540060173439
D365 CREME 20 CL,0.81,540060173439
BIO CAROTTES,2.29,540011239500
GAROF MOZZA BUFFA C,2.55,801678490114
GAROF MOZZA BUFFA C,2.55,801678490114
DLL FR DEMI ECREME,1.39,54001123950
SAL BLEME 100GR,1.39,5400112022
HET TRAGSTE BROOD P,4.9,543000017740
JAMBON DEGRAISSE,3.87,2208132003878
250G DLL TOA CHEST,1.75,54001126410
GAROF MOZZA BUFFA C,2.55,801678490114
GAROF MOZZA BUFFA C,2.55,801678490114
D365 CREME 20 CL,0.81,540060173439
D365 CREME 20 CL,0.81,540060173439
DANONE SKYR FRAISE,2.59,54101646186
DANONE SKYR NAT 4X,2.95,332977007326
BIO HOUMOUS 200G,2.99,540011234720
COLUMBUS OEufs 6PC,3.85,541094600046
DANONE COT CH 400G,4.59,541016462124
450001507142,0.0,0
