product_name,price,barcode
450G DLT FOIS BIOL,1.29,5400112711555
450G DLT FOIS BIOL,1.29,5400112711555
FEVES A COUP 400GR,2.99,5400112310122
CHOUX CHINOIS,0.56,5425016494040
AUBERGINES,1.15,4050301307142
POIVRONS JAUNES,1.39,5400112310153
POIVRONS ROUGES,1.30,5400112310153
COOP HOUMOUS,2.19,5400112386422
DUL CAMOMILE DOUX,2.99,5400112302002
MENTHE GROS PO BIO,2.39,5400113325933
MANGUE,1.99,5400119534346
MANGUE,1.99,5400119534346
400ML LAIT DE COCO,0.95,5400113511166
300G SW WIT NOUILL,0.95,4002350918855
