product_name,price,barcode
MELO CAKES,6.55,762230042488
KROEPOEK NAT,1.09,871001373558
HEERLSE BROOD P,4.9,543000017740
DUYVIS CRAC A,1.89,871039801154
HACHIS PORC-VEAU,11.33,2040848010722
HACHIS PORC-VEAU,10.72,204084
COURGETTES,2.68,2160
MANGUE,0.4,540011954346
AVOCAT,1.99,540011956924
TORTELLO TOM,2.49,540011957537
TORTELLO TOM,2.49,540011957537
DLL GIRA FROM,2.49,540011957531
DES POULET,6.94,2205567
DES POULET,6.97,2205567
FRAMBOIS 125G,2.99,540011952398
FRAMBOIS 125G,2.99,540011952398
HOUMOUS,2.19,540011238642
HOUMOUS,2.19,540011238642
GAUFR CH,4.23,542502605349
POUSS MIK,1.59,540011238574
BEURRE 500G,8.79,541060301789
COCOTTE GRAPPE TO,2.99,540011960811
HOUMOUS,2.19,540011238642
DIKKE AJUIN,1.22,9991
WRAP TORTILLA,3.69,841007647012
BIO CAROTTES,2.29,540011239500
FONDANT COTE D OR,2.55,541008120093
CLEMENTINES A FEUI,2.79,2016
BIO CAROTTES,2.29,540011239500
NOIR DE NOIR C OR,2.55,541008120184
