product_name,price,barcode
FAIREBEL 1/2 E,8.09,542502728002
6PC POMME PINK LAD,3.99,541147400141
6PC POMME PINK LAD,3.99,541147400141
165G PRINGLES ORIG,2.29,503399012772
FAIREBEL BEURRE,4.25,542502728070
DANONE ACT 0% SX,5.05,541001464731
PISSOILET,0.65,505
SAUCISSON JAMBON,1.35,54011858548
PHILADELPHIA ORIGI,3.15,762221095556
TR.ORIGINAL 180G,3.29,872180040217
CARPACCIO,4.65,204356
CARPACCIO,5.01,204356
CARPACCIO,4.86,204356
MRS. JEUNES POUSSE,0.89,54011220780
150ML REX COB DRY,4.79,872018118380
150ML REX COB DRY,4.79,872018118380
150ML REX QUANT DR,5.35,872018119614
150ML REX COB DRY,4.79,872018118380
20CL CAPR-SUN TROP,0.47,400017721131
20CL CAPR-SUN TROP,0.47,400017721131
20CL CAPR-SUN TROP,0.47,400017721131
20CL CAPR-SUN TROP,0.47,400017721131
BIO BANANEN,2.59,40140716271
10X18.5G YOERRY,4.39,500015941935
ECHALOTES 500G,1.09,540011958508
342G HELNZ TOM KET,2.05,872018118380
DIKKE PREI BUSSEL,3.39,542500984100
BOI REP CURRY VERT,5.89,540011951995
ACTIV 4X125 0% FRA,2.99,541014641923
BIO MINT,3.99,7622300077170
VEGAN GOUDA 120GR,2.95,541221805621
RAISIN MIX 500G,2.49,540011957956
NUTRI-BOOST -10%,-4.89,0450031507142
