product_name,price,barcode
HET TRAAGSTE BROOD P,4.30,5430000177470
HET TRAAGSTE BROOD P,4.50,5430000177470
CAROTTES BIO,2.19,5400101295000
CAROTTES BIO,2.19,5400101295000
BM 335G FRAMBOISE,3.75,360858091669
ENTREM. DEGUST.250G,7.39,3396319110000
100GR JEUNES POUSS,1.99,5400101236733
HARICOTS FINS 400G,3.29,5400141595157
MOZZARELLA MAXI,2.75,8000430136262
MOZZARELLA MAXI,2.75,8000430136262
BOURSIN POIVRE,3.49,3073781041526
COEUR DOUX LIT GEM,2.99,5400141595765
CHIPS 147G S&BL.PE,1.95,8710398524822
KIWI SUNGOLD XL,5.15,5400101236733
MYRTILLES 500GR,7.49,5400101236733
D365 CREME 20 CL,0.69,5400607134439
D365 CREME 20 CL,0.69,5400607134439
D365 CREME 20 CL,0.69,5400607134439
D365 CREME 20 CL,0.69,5400607134439
580G CHOCOS,5.49,5400359047483
500G SP K LAIT CHO,4.95,5053990129575
360G CRUNCHY CREAM,2.99,7612100011847
185G LAYS NATUREL,2.09,8710398524080
OEUFS BIO 12 PCS,5.25,5400101591283
240G GAUF VANI CHO,4.65,5410216004118
ROTI DE VEAU,19.78,2040323019738
D365 CREME 20 CL,0.69,5400607134439
BIO BANANEN,2.59,401107192271
LINDT EXCELLENCE,2.29,3046920028366
LINDT EXCELLENCE,2.29,3046920028366
OEUFS BIO 12 PCS,5.25,5400101591283
ROSETTE,3.96,2205500003850
ROSETTE,3.85,2205500
DOL PIZZA MARGH,4.99,540011954988
DOL PIZZA MARGH,4.99,540011954988
HERTA JAMBON SUP,4.49,315423080902
HERTA JAMBON SUP,4.49,315423080902
400G NUTELLA,2.99,3017620422003
250G PATE TARTINER,4.65,360858007072
