product_name,price,barcode
HET TRAAGSTE BROOD P,4.9,543000017740
HET TRAAGSTE BROOD P,4.9,543000017740
HET TRAAGSTE BROOD P,4.9,543000017740
SPINAZIE 450GR,2.6,541091429503
BECKMANN D. FRUITS,3.65,400845552121
BECKMANN D.GRAISSE,3.49,400845552122
ROSENET PURE PORC,1.99,540011272310
JAMBON PARME,3.45,540011958884
JAMBON CUIT AU FOU,4.17,2258760004174
JAMBON CUIT AU FOU,4.2,2258760
JAMBON CUIT AU FOU,4.17,2258760
JAMBON CUIT AU FOU,4.17,2258760
HACHIS PORC-VEAU,5.42,2040840005420
HACHIS PORC-VEAU,5.48,2040840005481
MINI BURGER ANGUS,6.29,540011960564
VOLAILLE/GIBIER,6.29,2223760007739
AIGUILLETTE DINDE,7.73,2223760
AIGUILLETTE DINDE,7.37,2223760007371
PATE A PIZZA,1.09,540011900827
PATE A PIZZA,1.09,540011900827
ROSEIF,20.32,204007
CARPACCIO,5.07,204356
CARPACCIO,4.41,204356
LINDT EXCELLENCE,2.33,304652002836
MOZZARELLA MAXI,2.85,800043013526
MOZZARELLA MAXI,2.85,800043013526
MOZZARELLA MAXI,2.85,800043013526
AVOCAT,1.45,540011956924
MANGUE,2.19,540011954346
SAN MARZANO,3.99,401407169271
NECTARINE JAUNE,3.39,2958
DAONNE ACT FRAISES,2.49,541014641777
BIO BANANEN,2.59,401407169271
125GR MESCLUN,1.99,540011236383
100GR JERUSAPOUSS,1.19,540011236373
CHOU POINTU HACHE,1.99,540011957083
CHOUX CHINOIS,2.69,540011230610
COURGETTES,2.27,540011230610
CAMP FROM FR ENT,4.45,871280000060
COEUR DOUX LIT GEM,2.29,540011957562
KIWI JAUNE,5.99,540011957573
RHIZIN MUS 500G,2.49,540011957556
CARLS BEURRE FT D,4.49,541115603113
MILKA CHOCO SUPREM,3.19,762230029250
MINIQUES 500GR,6.49,540011555739
VLINDERS,1.1,580
NUTRI-BOOST,-9.81,0450031907142
