product_name,price,barcode
6PC POMME PINK LAD,3.99,370047661163
6PC POMME PINK LAD,3.99,370047661163
CITRON VERT 500G,2.69,540011958445
TORTELLONI BASILI,2.49,540011955533
TORTELLONI BASILI,2.49,540011955533
PROSC CRUDO ITALIA,8.89,801944000292
CHICKEN NUGGETS,5.99,501051100054
PICCOLINI PENNE,2.55,807680952158
PICCOLINI PENNE,2.55,807680952158
PICCOLINI PENNE,2.55,807680952158
325G PAT CAC CREME,2.49,360858012541
400G DLI PATE NOIS,2.55,540011136949
D4L SG BRAZIL,4.15,540011951766
NECTARINE JAUNE,3.89,2958
250G LAVAZZA ROMA,5.99,800007002255
250G LAVAZZA ROMA,5.99,800007002255
BIO BANANEN,2.55,401407196271
DLC TRESOR MILK,2.49,505084454241
250G DLI TORT RIC,2.49,540011957532
250G DLI TORT RIC,2.49,540011957532
SAIL SURIMI-CRABE,2.99,540012279990
TOM BELG GRAPP,2.29,2523
SPAGHETTI 500G,3.85,800603110029
AVOCAT,7.25,540011955624
MANGUE,2.19,540011954346
MANGUE,2.19,540011954346
