product_name,price,barcode
CHOU-FLEUR,3.33,5400112506333
375G CHOCO LAIT,3.69,5053993022479
375G CHOCO LAIT,3.69,5053993022479
10 M GEL LIEN FIX,3.95,4008491215466
500 POCHETTES PERF,1.89,4007801003384
350G GRANOLA CHOC,2.99,5410931028120
CAROTTES BIO,2.39,5400112395500
CAROTTES BIO,2.39,5400112395500
MANDARINES,2.49,5400112559336
GROENTEA CAFE TRAP,2.99,5411188115568
MIXTEARD 250G IMPE,2.99,5400161001000
100G COTE D'OR PAI,2.99,7622210611176
120G BLINI LEG BIO,3.69,7622210511360
100G COTE D'OR PAI,2.99,7622210611176
RINSETAK,4.74,2001462004746
CELERI VERT,2.09,263
SPINAZIE 450GR,2.79,5410194255309
HARICOT PAIN 500GR,2.99,8712825003344
PEREN,3.48,5803
BIO BANANEN,2.59,5410412912471
SAC PAIN BASIC N2,2.49,5400111901990
6PC POMME PINK LAD,3.69,3046920028722
HET TRAAGSTE BROOD,3.45,3700476611633
HET TRAAGSTE BROOD,3.45,3700476611633
DINOSAURE CEREALE,2.19,5410146200460
FILET PUR DE PORC,5.25,2047048008706
FILET PUR DE PORC,5.25,2047048008706
ACTIVIA MAXI MA,3.45,5410146406499
KIWI VERT,4.19,5400117565767
MOZZARELLA 125GR,1.39,8000430133043
JAMBON 4 1 OS AUTH,4.44,2204880044444
JAMBON 4 1 OS AUTH,4.44,2204880044444
MOZZARELLA 125GR,1.39,8000430133043
LINDT EXC12 CCAO,3.45,3046920028722
MOZZARELLA 125GR,1.39,8000430133043
LINDT EXC12 CCAO,3.45,3046920028722
SRI MARZANO,4.67,2110
AVOCAT,9.45,5400115566524
