product_name,price,barcode
MOZZARELLA MAXI,13.25,800043013526
FRUIT & LEGUMES,0.49,
FRUIT & LEGUMES,0.49,
CITRONS,0.65,
PERSIL EN POT BIO,2.29,5400113127373
MYRTILLES 500GR,4.49,5400113127335
ELVEA TOM PEL CUBE,1.25,5400113127335
BIO BANANEN,2.29,5400113127335
360G CRUNCHY CREAM,4.99,7612100011847
HET TRAAGSTE BROOD P,4.50,5430000117400
SAN MARZANO,4.39,5430000117400
TOMAT TOAST ROMARIN,2.99,5400146912414
HARICOT PRIN 500GR,2.99,5400146912414
HARICOT PRIN 500GR,2.99,5400146912414
BATEIN ROUGE SA PE,2.49,5400171307943
OLIVES KALAMATA,2.49,5400171957832
1.5L SCHWEPP MOJIT,3.49,3124480108596
HERTA JAMBON SUP,3.99,3154230089022
400G SAUMON FUM NOR,7.85,5400109165449
185G LAYS S&L.PEP,1.95,871039852422
CLEMENTINES FEUIL,2.86,871039852422
HET TRAAGSTE BROOD P,4.50,5430000117400
DANONE ACT FRAISES,1.95,540014641777
185G LAYS S&L.PEP,1.95,871039852422
AUBERGINES,2.40,2308
TOMATE CERISE GRAP,5.49,540011638134
BASILIC 20G,1.65,540011638134
20 NO STRESS BIO,4.89,871039852422
185G LAYS S&L.PEP,1.95,871039852422
AUBERGINES,2.40,2308
AUBERGINES,2.40,2308
HERTA LARDNS NAT,3.49,315423013837
200GR HOUMOUS,3.99,540011386642
HERTA LARDNS NAT,3.49,315423013837
6X25CL JUPILER BAS,6.29,541022821134
VIDEOTEC VAL 0.6E,0.60,217000000001
6X33CL SCH GINGER,6.59,3124480108595
6X33 SCHWEPPES LEM,5.95,841010604505
