product_name,price,barcode
MECHELSESTEWEG 207,2.29,40011236163
JAMBON DEGRAISSE,3.69,2208132003694
JAMBON A L'OS AUTH,4.91,2208488004918
FILET DE JAMBON,3.63,2208487
TACO DINN KIT,6.75,73113120027
ROSEB,23.59,240047
250ML REAL MAYO SQ,2.95,8710604778773
250ML REAL MAYO SQ,2.95,8710604778773
DUN STOKBROOD,1.25,599
HET TRAGSTE BROOD P,4.90,543000017740
AVOCAT,1.89,540011956924
AVOCAT,1.89,540011956924
AVANTAGES,-1.29,540011956924
AVOCAT,1.89,540011956924
AVOCAT,1.89,540011956924
AVANTAGES,-1.29,540011956924
LINDT EXCELLENCE,2.29,30462002836
LINDT EXCELLENCE,2.29,30462002836
LINDT EXCELLENCE,2.29,30462002836
CARPACCIO,4.29,204356004298
CARPACCIO,4.62,204356
450G SKYR NATURE,2.55,401624104055
450G SKYR NATURE,2.55,401624104055
MANGUE,1.99,540011954346
MANGUE,1.99,540011954346
2IEME A 1/2 PRIX,-1.00,540011954346
HET TRAGSTE BROOD P,4.90,543000017740
BIO CAROTTES,2.29,540011239500
BIO CAROTTES,2.29,540011239500
GAROF MOZZA BUFALINA,3.69,801678400092
185G SM NACHO TORTILLA,2.55,731131200807
SAL BLE EMB 100GR,1.39,540011230202
SAL BLE EMB 100GR,1.39,540011230202
HARICOT PRIN 500GR,2.19,540011231070
HARICOT PRIN 500GR,2.19,540011231070
6X33C CANADA DRY,7.09,312448019735
GAROF MOZZA BUFALINA,3.69,801678400092
GAROF MOZZA BUFALINA,3.69,801678400092
BIO BANANEN,2.59,401407169271
KIWI SUNGOLD XL,5.99,540011957673
COURGETTES,2.60,"0,365 Kg x 2145"
SAN MARZANO,9.03,"1,810 Kg x 2145"
APPEL PINK LADY 6P,3.49,541147400141
RAISIN MIX 500G,2.89,540011957556
