product_name,price,barcode
MANGUE,1.89,5400119534346
MANGUE,1.89,5400119534346
ROSBIF,11.95,20400071101954
185G LAYS S&BL.DEP,1.95,8710398524242
OEUFS COLUMBUS,3.59,5400149600046
125G BOULES PAPRIK,1.95,8710398520420
185G LAYS NATUREL,1.95,8710398524208
T NOIR DE NOIR C.DO,3.95,7622201120009
LINDT EXCELLENCE,2.29,3046920028336
LINDT EXCELLENCE,2.29,3046920028336
LINDT EXCELLENCE,2.29,3046920028336
OEUFS COLUMBUS,3.59,5400149600046
400G MUC DUCHE DDL,4.95,541011700431
BALADE CREME 1L,5.85,541139603417
500G ESRP GRAINS,9.75,80007001875
CLEMENTINES FEUIL,5.67,80007001875
AVOCAT,2.19,5400119536924
AVOCAT,2.19,5400119536924
AVOCAT,2.19,5400119536924
MASCARPONE SL 500G,5.95,800043301101
400G TOM.CRISES,3.19,540011232370
LIEGEOIS GOUT CAFE,2.29,541011215660
400G TOM.CRISES,3.19,540011232370
ROSBIF,15.41,20400071101954
D3G5 SAES BOUB 30L,4.99,541011215660
DINOSAURUS CHOCOLA,2.49,541004301879
AUBEL BEURRE 500G,8.79,541062301789
AUBEL BEURRE 500G,8.79,541062301789
CINEMA 7 1/2 PRIX,4.40,871089902039
SONA MULTIGRAIN 40,2.29,871089902039
200G NUTELLA,2.49,8013546
150G MILKA CHO TUT,2.29,7622201121149
PRESID BEURRE 250G,4.69,32280221509
BIO CITRON 4PC,2.09,540011953983
CARLSB BEURRE FT D,4.49,541116031113
360G CRUNCHY CREAM,4.99,76102001847
