product_name,price,barcode
HERTA LRDNS NAT,3.49,315423081387
ROTI DE VEAU,16.01,20403216011
HACHIS BOEUF§DORC,10.41,20408533010214
HACHIS BOEUF§DORC,10.02,204085
LITCHIS,2.20,204085
RAVIOLI POMODORI,3.85,8000121011418
RAVIOLI POMODORI,3.85,8000121011418
HET TRAAGSTE BROOD P,2.99,5430000077470
HUMOUS,1.99,5400141389642
SOMM SUMM. ECOS,4.49,5410598012182
NIVEA ROLL DRY IMP,2.59,4234508
CONF. NOSTALGIE,3.89,5410046008600
TRAITEUR,9.83,05000
GRAN CHOC&NO,3.69,540011370452
DUO PACK PINK LADY,4.35,3047704661163
SALAD MEXIC STYLE,5.99,540011955635
SALAD MOROCCA,6.29,540011955810
BANANEN,2.05,401407162721
CAROTTES BIO,2.49,540011955050
AVOCAT,2.78,540011955824
MANGUE,3.78,540011954346
YAOURT MIGRE BIO,3.37,540011955070
SOMA MULTIGRAIN 40,2.29,871089902039
SALAD ITALIAN,5.99,540011955197
BIO BANANEN,2.05,401407162721
KIWI SUNGOLD XL,2.99,5412234942213
HARICOTS FINS 400G,3.49,540011955157
TOM.CERISES,3.69,5400111232370
