product_name,price,barcode
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
JAMBON A L OS AUTH,4.5,2258840
JAMBON A L OS AUTH,4.44,2258840004445
DUO PACK PINK LADY,3.45,370047661163
MANGUE,1.89,540011954346
MRA 30 MELO CAKES,6.99,762230042488
PREIS BEURRE FT D,4.49,541115603113
EXCELLENCE 70%,2.19,304652002800
EXCELLENCE 70%,2.19,304652002800
MANGUE,1.89,540011954346
MYRTELLE 150GR,3.59,540011232732
MYRTELLE 150GR,3.59,540011232732
AVANTAGES,-3.19,8013546
SALADE ROUGET,2.19,540011956141
RAISIN ROUGE SA PE,2.39,540011233672
MINI BURGER LIMOUS,6.29,540011955376
DLL CREME FRAICHE,4.99,540011215210
NUTELLA,2.49,8013546
CLEMENTINES FEUILL,5.99,540011958033
AVANTAGES,-3.0,8013546
EXCELLENCE 70%,2.19,304652002800
MINI BURGER LIMOUS,6.29,540011955376
PREIS BEURRE 250G,4.69,32280201509
360G CRUNCHY CREAM,4.99,761210001847
FRAMBOISE 125G,2.99,540011953988
FRAMBOISE 125G,2.99,540011953988
AVANTAGES,-1.99,800043013526
MOZZARELLA MAXI,2.65,800043013526
MOZZARELLA MAXI,2.65,800043013526
MOZZARELLA MAXI,2.65,800043013526
MENTHE GROS PO BIO,2.29,540011237293
CHIQUITA C BANANES,3.24,2004
PEREN,-1.62,800043013526
"0,870 Kg x",2.57,583
TOTAL,104.11,0450031907142
REDUCTION NUTRI-BOOST,-2.2,0450031907142
