product_name,price,barcode
6XSCHWEPPES MOJITO,14.34,312448819795
SAPTAF APPEL,7.99,542802409005
FRASER 1//2 E,8.09,54280278002
BM 335G RHUBARBE,4.29,360858004773
300G COTE D OR PAT,4.95,762220151178
300G COTE D OR PAT,6.09,762220151666
400G NUTELLA,2.99,301762042200
40G MELANGE 5 BAIE,1.99,540011369073
PDT GRENAILLE 1KG,2.69,540011237842
HAR TRAMTE BROOD P,4.9,540000007440
DORITOS NACHO CHEE,1.75,871039816198
BIO BANANEN,2.59,401407169271
200G SCROCCHI EP,2.29,87122212342
25G LIME GRILLS,1.55,871039850228
200G DUYVIS CRAC A,1.85,871039801154
600G POM DUCH DLL,0.95,540011127508
MRS JEUNES POUSSE,0.89,540011223642
6PC POMME PINK LAD,3.99,370047661163
HET TRAGSTE BROOD P,4.9,543000017740
MOZZARELLA MAXI,2.89,800043013526
MOZZARELLA MAXI,2.89,800043013526
MOZZARELLA MAXI,2.89,800043013526
MOZZARELLA MAXI,2.89,800043013526
MOZZARELLA MAXI,2.89,800043013526
390G VERMICEL LAIT,4.99,871570011948
MOZZARELLA MAXI,2.89,800043013526
200G SM MINI TORTI,2.49,731131038417
200G SM MINI TORTI,2.49,731131038417
6 WRAPS DE BLE,1.49,540011958095
600G POM DUCH DLL,0.95,540011127508
MES DEJEUNER DE SALAD,2.19,540011957632
COPPA,4.29,540011953178
HERTA LRDS NATUR,2.85,315423081405
MOZZARELLA MAXI,2.89,800043013526
125G BUGLES PAPRIK,1.59,871039850240
1.5L GINI LEMON,3.29,312448007200
1.5L COCA REG PET,2.39,544900000043
BIS CREAM GLAC,4.99,540011365654
DLL BIO FT CREME G,4.99,540011365654
BROCHETTE PORC MA,5.01,204322
BROCHETTE PORC MA,4.27,204322
BROCHETTE PORC MA,4.48,204322
OEufs BIO 12 PCS,4.85,540011214140
DEL FROMAGE MAIGRE,1.25,540011214140
100G MKA CHOC LAIT,1.55,762221065659
3 x 1.55,4.65,762221065659
LINDT EXCELLENCE,2.39,304632002336
LINDT EXCELLENCE,2.39,304632002336
1.25MARTYD,1.25,540011300584
300NL SAMOURAI SQ,4.15,541497211504
SAUCE PIMENT SRIRA,3.19,88336205600
342G HEINZ TOM KET,2.05,871570012205
342G HEINZ TOM KET,2.05,871570012205
100G MKA CHOC LAIT,1.55,762221065659
200GR EPINARD JEU,1.99,544900002882
300G DLL CARE PATE,2.49,540011210330
300G DLL CARE PATE,2.49,540011210330
DES DE FILET THAI,6.19,540011952105
DES DE FILET THAI,6.19,540011952105
DES DE FILET THAI,6.19,540011952105
ZIEM A 1//2 PRIX,-3.1,731131038417
PDT GRENAILLE 1KG,2.69,540011237842
TOMATES CERISE 1KG,6.99,540011957582
GEMARINEERDE RIBS,3.26,204940
GEMARINEERDE RIBS,2.95,204940
GEMARINEERDE RIBS,3.42,204940
CONC DE POULET,5.99,540011957961
PENNE RIGATE BARI,2.29,807680208573
PENNE RIGATE BARI,2.29,807680208573
