product_name,price,barcode
BRU LEGPET,6.3,541001330503
MANDARINES A FEUIL,3.62,2600
NUTRI-BOOST -10%,-0.36,0450031907142
CRUNCH NO/CAC,4.69,360850015601
MEERGRANENSTOKB.GROO,4.1,594
FITNESS BAGUE,1.75,2896
CONF.NOSTALGIE,4.39,541004600860
SAL BLE EMB 100GR,1.39,540001123442
NUTRI-BOOST -10%,-0.14,0450031907142
OLIVE DENOVA 130G,2.59,540011957834
GUACAMOLE DO 200GR,2.99,540011238553
NUTRI-BOOST -10%,-0.3,0450031907142
200GR HUMOUS,2.19,540001123442
NUTRI-BOOST -10%,-0.21,0450031907142
SALAMI TRUFFES PAR,3.29,540011957806
325G PAT CAC CREME,4.19,360850012541
SALAMI ROULET,2.19,540011956113
HET TRAGSTE BROOD P,4.9,543000017740
HET TRAGSTE BROOD P,4.9,543000017740
FLEURES 38,19.99,871762913030
PAIN DE VIANDE,11.33,204093
400G NUTELLA,3.55,301762042200
1.5L SCHWEPPES TON,2.89,31244815636
200GR NOCE NOTEN,11.79,541068364589
