product_name,price,barcode
CAROTTES BIO,2.29,5400113295000
CAROTTES Bio,2.29,5400113295000
MANDARINES A FEUIL,3.92,
2R DIL ESS TT DEC,1.99,5400113568800
4X4G DOUBLE LAIT,2.79,
4X4G DOUBLE LAIT,2.79,
4X4G DOUBLE LAIT,2.79,
185G LAYS PAPRIKA,2.05,8710398509419
125G EAGLES CHEESE,2.29,8710398509358
JAMBON A L OS AUTH,4.72,2208488
JAMBON A L OS AUTH,4.79,2208488
450G DIL BOIS BIOL,1.29,5400112717555
FILET DE POULET,9.85,2208572
FILET DE POULET,10.03,2208572
HERTA LRDNS NATUR,2.85,3153830014045
MEDAILLON DE VEAU,7.81,2040317007819
MEDAILLON DE VEAU,5.02,2040315005022
MEDAILLON DE VEAU,7.76,2040312007760
HACHIS PORC-VEAU,5.62,2040843005627
HACHIS PORC-VEAU,5.85,2040843005853
OIGNONS JAUNES:2KG,2.19,5400119585499
