product_name,price,barcode
DLL 9R PAPIER WC,3.95,540011368789
HET TRAAGSTE BROOD P,4.5,543000017740
HET TRAAGSTE BROOD P,4.5,543000017740
DES DE POULET,6.87,2205567006870
DES DE POULET,6.84,2205567006849
KLEI VADEN,4.99,540011957673
COEUR DOUX LIT GEM,2.99,540011957562
HERTA PATE FNE RON,2.59,315423060057
OEUVFS BIO 12 PCS,4.69,540011952183
OEUVFS BIO 12 PCS,4.69,540011952183
200GR HOUMOUS,1.99,540011238642
MYRTILLES 500GR,7.49,540011232713
MOZZARELLA 125GR,1.33,800043013303
ACTIVIA YOG ENT NA,3.39,541014641600
500G SP K LAIT CHO,5.49,505831902579
TOMATE SAV GRAPPE,4.49,540011238332
DESSERT FRAICHE,4.99,540011215210
BIO BANANEN,2.59,401407169271
MANGUE,1.89,800043013303
CAROTTES BIO,2.19,540011239500
JAMBON A L OS AUTH,4.5,2258840
JAMBON A L OS AUTH,4.5,2258840
JAMBON A L OS AUTH,4.5,2258840
EM 335G FRAISE,4.55,360858091667
250ML AXE SG MOJIT,4.99,871716394770
250ML AXE SG MOJIT,4.99,871716394770
HERTA PATE FNE RON,2.59,315423060057
HERTA PATE FNE RON,2.59,315423060057
OIGNONS JAUNE 1KG,4.99,540011238332
HACHIS PORC-VEAU,11.02,204084
HACHIS PORC-VEAU,11.25,204084
250ML AXE SG MOJIT,4.99,871716394770
250ML AXE SG MOJIT,4.99,871716394770
RAISIN ROUGE SA PE,2.39,540011236672
NUTRI-BOOST -10%,-6.17,0450031907142
