product_name,price,barcode
COURGETTES,4.74,2160
NUTRI-BOOST -10%,-0.47,450031907142
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
4X50G DLL PAIN BIO,3.39,540011281850
HET TRAGSTE BROOD P,4.5,543000017740
HET TRAGSTE BROOD P,4.5,543000017740
HET TRAGSTE BROOD P,4.5,543000017740
CHIQUITA C BANANES,3.88,2020
NUTRI-BOOST -10%,-0.39,541223942213
KINZ SUNGOLD XL,5.1,540011955376
MINI BURGER LIMOUS,6.29,540011955376
MINI BURGER LIMOUS,6.29,540011955376
DLL PIZZA MARGH,4.99,540011954988
DLL PIZZA MARGH,4.99,540011954988
DLL OEUVS BIO MIX,2.95,5400110790
DLL OEUVS BIO MIX,2.95,5400110790
DLL OEUVS BIO MIX,2.95,5400110790
HACHIS PORC-VEAU,9.71,204084
HACHIS PORC-VEAU,9.99,204084
200GR HOUMOUS,1.99,540011238642
NUTRI-BOOST -10%,-0.2,5400110790
DLL OEUVS BIO MIX,2.95,5400110790
6PC POMME PINK LADY,3.98,540011234383
DUPACK PINK LADY,3.45,37004761163
NUTRI-BOOST -10%,-0.35,540011232132
TOMATE SAV GRAPPE,4.49,540011232132
NUTRI-BOOST -10%,-0.44,540011232132
NUTRI-BOOST -10%,-0.45,540011232132
AVOCAT,0.0,540011956924
"4 x 1,39",5.56,540011956924
TOTAL,130.36,0
