product_name,price,barcode
SAC A PAIN TRADITIONNEL,2.95,540011181306
NUTRI-BOOST -10%,-0.29,450031507142
375G CHOCO LAIT,3.99,505831902249
CAROTTES BIO,2.29,540011239500
NUTRI-BOOST -10%,-0.23,540011239500
"6 BOULES x 3,75/ Kg",1.91,2406
NUTRI-BOOST -10%,-0.19,871824744271
15% Reduction,-0.3,871824744271
RAN POMPADURINETTE 15,2.99,542003002313
Fruit et Legumes,1.85,843653575809
6 WRAPS DE BLE,1.49,540011958095
140G ROCK SALT,6.35,731131026797
TOAST KRAKANT HAU,1.35,87184562413
PERSIL BOUTE,1.79,87184562413
NUTRI-BOOST -10%,-0.18,241
AVOCAT,5.8,540011956524
4 x,1.45,540011956524
NUTRI-BOOST -10%,-0.58,540011230780
DUN STOKERBROOD,1.25,599
POTIRON BUTTERNUT,2.19,2165
"1,125 Kg x 1,95/ Kg",2.19,2165
NUTRI-BOOST -10%,-0.22,200303503216
MEL JEUNES POUSSE,0.89,540011230780
NUTRI-BOOST -10%,-0.09,301762042200
400G NUTELLA,3.55,301762042200
400G NUTELLA,3.55,301762042200
300G NUTELLA,3.55,301762042200
28 TENA ULT MINI,4.15,731079147464
BURGER LIMOUSIN,5.0,540011960556
200GR EPINARD JEU,1.99,540011235182
NUTRI-BOOST -10%,-0.2,200303503216
TOURNEDOS BOEUF,3.21,204003
TOURNEDOS BOEUF,3.17,204003
NUTRI-BOOST -10%,-0.31,2040033002945
TOURNEDOS BOEUF,2.94,204003
NUTRI-BOOST -10%,-0.3,2040034003170
TOURNEDOS BOEUF,3.19,204003
NUTRI-BOOST -10%,-0.32,2040033002945
224G GAUF VANI CHO,2.99,541012601418
OIGNONS JAUNE 1KG,4.99,540011231492
NUTRI-BOOST -10%,-0.5,540011231492
MANDARINES A FEUIL,3.46,540011957806
"1,125 Kg x 3,15/ Kg",3.46,2016
NUTRI-BOOST -10%,-0.34,541008120184
NOIR DE NOIR C OR,2.55,541008120184
NOIR DE NOIR C OR,2.55,541008120184
NOIR DE NOIR C OR,2.55,541008120184
2+1 GRATUIT,-2.55,541008120184
SALAMI TRUFFES PAR,3.29,540011957806
200GR GUACAMOLE EP,2.99,540011238854
NUTRI-BOOST -10%,-0.3,540011238854
BIO BANANEN,2.59,40140716271
TOTAL,99.04,0
