product_name,price,barcode
MGA MELLO CAKE,3.09,5410155511115
HET TRAAGSTE BROOD P,4.50,5430000177046
SALADE TOILET,2.19,5400111956113
WRAPS DE BLE,1.49,5400111959055
400G NUTELLA,2.99,3017620422000
360G CRUNCHY CREAM,5.35,7612100018047
250G NOCCIOLAT BIO,6.99,8055275090036
HACHIS PORC-VEAU,10.94,204084
HACHIS PORC-VEAU,10.47,204084
HACHIS PORC-VEAU,10.23,204084
BIO BANANEN,2.65,5410111692471
HERITAGE PATÉ ZNE RON,2.15,5413326006957
CONFERENCE 4PC,2.19,5400111958117
HUMMUS PINK LAD,1.99,3700476116135
BIO CAROTTES,2.39,5400111956500
AVOCAT,2.05,5400119562924
MANGUE,6.18,540011956924
CELERI VERT,2.19,5400111954346
286G FITNESS BAGUE,3.50,263
MEERGRANENSTOK.GROO,2.05,812
SUZY CHOCO LAIT BP,1.29,5401026108577
KIWI JAUNE 500G,3.69,5400111958117
HET TRAAGSTE BROOD P,4.50,5430000177046
HET TRAAGSTE BROOD P,4.50,5430000177046
MOZZARELLA MAXI,2.69,800043013536
MOZZARELLA 125GR,1.39,800043013530
MOZZARELLA 125GR,1.39,800043013530
MOZZARELLA 125GR,1.39,800043013530
MOZZARELLA MAXI,2.69,800043013536
MOZZARELLA 125GR,1.39,800043013530
MOZZARELLA 125GR,1.39,800043013530
HUMMUS,1.99,540011238642
HUMMUS,1.99,540011238642
JAMBON CUIT AU FOU,4.02,225876004020
JAMBON CUIT AU FOU,4.02,225876004020
JAMBON CUIT AU FOU,4.02,225876004020
JAMBON CUIT AU FOU,4.02,225876004020
JAMBON CUIT AU FOU,4.05,225876004051
CREME 20 CL,0.69,540063173439
CREME 20 CL,0.69,540063173439
CREME 20 CL,0.69,540063173439
OEUFS COLUMBUS,3.95,541049600046
OEUFS COLUMBUS,3.95,541049600046
FROMAGE ENTIE,1.89,871280000066
