product_name,price,barcode
TOM BELG GRAPP,1.89,2523
MOZZARELLA MAXI,8.55,8000430133526
6PC POMME PINK LAD,3.99,5414174001411
BIO CAROTTES,2.39,5400112395000
GALBANI CROCC MOZZ,3.49,3228023170100
GALBANI CROCC MOZZ,3.49,3228023170100
GERLINEA CHOCOLAT,2.95,3180942158220
GERLINEA CHOCOLAT,2.95,3180942158220
GERLINEA CHOCOLAT,2.95,3180942158220
BIO BANANEN,2.99,5400141995271
1ST B'BETJIME BIO,4.99,5400141995271
1TR CLASSIC BIO,4.99,4012824400006
HET TRAAGSTE BROOD P,4.49,5400252013899
HET TRAAGSTE BROOD P,4.49,5400252013899
COURGETTES,1.97,2160
NECTARINE JAUNE,1.92,2958
400G NUTELLA,5.99,3017620422200
KIWI JAUNE,5.99,5400115957673
RAISIN ROUGE SA PE,2.49,5400112367672
200GR HOUMOUS,2.19,5400113386402
200GR HOUMOUS,2.19,5400113386402
ROSBIEF,19.11,204007
