product_name,price,barcode
FUSILLI,9.8,800125042034
HACHIS PORC-VEAU,5.65,204084
HACHIS PORC-VEAU,5.27,204084
D365 CREME 20 CL,2.43,540060173439
CARLSB CREME ENT A,6.49,541139603975
HACHIS PORC-VEAU,5.45,204084
HACHIS PORC-VEAU,5.51,204084
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
DE CECCO CASARECCI,2.39,800125012088
DE CECCO CASARECCI,2.39,800125012088
DE CECCO CASARECCI,2.39,800125012088
CONTFEILLET,7.41,204002
NUTRI-BOOST -10%,-0.74,2040026008237
CONTFEILLET,8.23,204002
NUTRI-BOOST -10%,-0.82,2040023005698
CONTFEILLET,8.69,204002
NUTRI-BOOST -10%,-0.87,204002
BIO BANANEN,2.59,401407169271
AVOCAT,4.35,540011956924
NUTRI-BOOST -10%,-0.43,204002600999
250G TORTELLO TOM,2.49,540011957537
250G TORTELLO TOM,2.49,540011957537
500G DE CECCO GNOC,2.19,800125000999
500G DE CECCO GNOC,2.19,800125000999
500G DE CECCO GNOC,2.19,800125000999
500G DE CECCO GNOC,2.19,800125000999
500G DE CECCO GNOC,2.19,800125000999
CHOUX DE BRUX 750G,1.99,540011230622
NUTRI-BOOST -10%,-0.2,204002
