product_name,price,barcode
2400 G SANS GL/LAC,3.75,5400141234567
2400 G SANS GL/LAC,3.75,5400141234567
HET TRAAGSTE BROOD P,4.90,5400300017460
BRUIN STOKBROOD KLEI,1.75,5400188038853
BRUIN STOKBROOD KLEI,1.75,5400188038853
BRUIN STOKBROOD KLEI,1.75,5400188038853
EPINARDS,1.39,5410013013200
BIG MEG 100GR,1.39,5410013013200
DRAAKJES,2.39,5410046008066
CEREQUICK 1000GR,2.39,5410012333070
MOZZARELLA MAXI,2.85,0000431234562
COQUETTES,1.67,5400115959242
BIO GINGEMBRE,1.28,2156
CARPACCIO,2.99,5400115959242
BIO CAPOTES,2.39,5400113959500
TOAST KROKANT HAU,1.95,8710455123456
SAUMON FUME,3.99,7622401234567
COCKTAIL GRAPE TO,2.39,5400115959242
COCKTAIL GRAPE TO,2.39,5400115959242
JOLIBOIS OEUFS 5+1,3.20,5400115959242
JOLIBOIS OEUFS 5+1,3.20,5400115959242
RAVIOLI POMODORI,3.85,8000111234567
MOZZARELLA MAXI,2.85,0000431234562
HET TRAAGSTE BROOD P,4.90,5400300017460
HET TRAAGSTE BROOD P,4.90,5400300017460
MANGUE,1.99,5400115959346
MANGUE,1.99,5400115959346
TOAST KROKANT HAU,1.95,8710455123456
SAUMON FUME,3.99,7622401234567
BIO GUACAMOLE DOUX,2.39,5400115959242
BIO GUACAMOLE DOUX,2.39,5400115959242
