product_name,price,barcode
RAISIN MIX 500G,2.89,540011957956
KIWI SUNGOLD XL,5.1,541223942213
CARDBOARRE FT D,4.49,541115603113
CARDBE BEURRE SALE,4.49,541115600047
HET TRAAGSTE BROOD P,4.9,543000017740
POMME GRENA,3.29,543000017740
HET TRAAGSTE BROOD P,4.9,543000017740
HET TRAAGSTE BROOD P,4.9,543000017740
FENOUILS,0.98,543000017740
COCKTAIL GRAPPE TO,2.99,540011960951
CLEMENTINES A FEUI,9.05,540011960951
AVOCAT,8.7,540011956924
200GR HOUMOUS,2.19,540011238642
200GR HOUMOUS,2.19,540011238642
CARPACCIO,4.53,204356
CARPACCIO,3.63,204356
POMELO,2.85,9949
AUBER BEURRE 500G,8.79,54060301789
CIABATTA,1.3,541068373508
CIABATTA,1.3,541068373508
125GR MESCLUN,1.99,540011236283
MESCLUN,1.99,540011236283
EM 335G RHUBARBE,4.99,360858004773
EM 335G FRAISE,3.99,360858001667
